gene	tpm
YAL001C	16.2933
YAL002W	27.846
YAL003W	1075.565
YAL004W	6.95825
YAL005C	1381.622
YAL007C	116.7049
YAL008W	46.3093
YAL009W	33.13452
YAL010C	14.83466
YAL011W	10.22285
YAL012W	209.158
YAL013W	12.362700472119
YAL014C	43.6408
YAL015C	27.93676
YAL016C-A	21.7877
YAL016C-B	5.6909
YAL016W	69.154320262
YAL017W	23.798
YAL018C	0.882624
YAL019W	37.7221
YAL019W-A	4.44755
YAL020C	31.9887131
YAL021C	38.0778
YAL022C	36.12081
YAL023C	166.78600101916
YAL024C	12.8749
YAL025C	49.4719
YAL026C	33.1296
YAL026C-A	22.6146
YAL027W	13.1922812
YAL028W	6.74376373
YAL029C	42.4494
YAL030W	105.4202
YAL031C	13.760897
YAL031W-A	4.61417
YAL032C	18.22498
YAL033W	46.673
YAL034C	14.14340582891
YAL034C-B	0.173086
YAL034W-A	7.0873
YAL035W	92.142
YAL036C	87.728
YAL037C-A	0
YAL037C-B	0
YAL037W	10.75886
YAL038W	3722.07
YAL039C	54.4794
YAL040C	17.5772
YAL041W	29.28500124079
YAL042C-A	24.9421
YAL042W	167.2566
YAL043C	30.8173
YAL044C	135.6024
YAL044W-A	84.0601
YAL045C	0
YAL046C	36.24569
YAL047C	10.3104216426
YAL047W-A	3.9305
YAL048C	9.53498
YAL049C	66.7381
YAL051W	18.7775
YAL053W	81.7872
YAL054C	11.9673
YAL055W	17.47024
YAL056C-A	0
YAL056W	24.25591
YAL058W	29.3684
YAL059C-A	0
YAL059W	64.4658
YAL060W	54.134312
YAL061W	11.754971
YAL062W	23.45576
YAL063C	9.48791
YAL063C-A	11.0367
YAL064C-A	8.36319
YAL064W	11.0507
YAL064W-B	4.57188
YAL065C	5.84849
YAL066W	0.739974
YAL067C	3.82043
YAL067W-A	1.04244
YAL068C	0
YAL068W-A	0
YAL069W	0
YAR002C-A	236.8509
YAR002W	29.76089
YAR003W	21.67972
YAR007C	24.6611
YAR008W	14.49116
YAR009C	37.6377
YAR010C	109.37
YAR014C	35.82659
YAR015W	86.9299
YAR018C	19.88803
YAR019C	11.9077
YAR019W-A	5.46614
YAR020C	7.5424
YAR023C	9.87362
YAR027W	61.64742
YAR028W	20.4042
YAR029W	15.04608
YAR030C	4.30649
YAR031W	19.1152
YAR033W	17.2913
YAR035C-A	5.11796
YAR035W	4.38539
YAR042W	42.5145
YAR047C	16.0226
YAR050W	5.40156
YAR053W	7.78811
YAR060C	10.6088
YAR064W	16.5743
YAR066W	9.41089
YAR068W	11.4291
YAR069C	4.78957
YAR070C	0.451908
YAR071W	3.454
YAR073W	0.109418
YAR075W	0
YBL001C	190.9141
YBL002W	521.771
YBL003C	170.5977
YBL004W	78.7507
YBL005W	25.6365
YBL005W-A	26.8904
YBL005W-B	104.853
YBL006C	48.1135
YBL006W-A	0
YBL007C	83.745
YBL008W	20.2758
YBL008W-A	2.48512
YBL009W	16.125583
YBL010C	13.3556
YBL011W	45.2403
YBL012C	16.1496
YBL013W	7.35738
YBL014C	29.3437
YBL015W	26.08175
YBL016W	29.9947
YBL017C	67.7599
YBL018C	25.76311
YBL019W	11.659331
YBL020W	43.36465
YBL021C	28.5964
YBL022C	70.62052
YBL023C	25.61854
YBL024W	75.5051
YBL025W	16.86984
YBL026W	113.4673
YBL027W	1244.0317
YBL028C	72.87707
YBL029C-A	44.63624
YBL029W	12.111
YBL030C	75.4471
YBL031W	9.52295
YBL032W	65.6649000004944
YBL033C	51.2726
YBL034C	15.5872
YBL035C	11.58381
YBL036C	79.16535
YBL037W	13.3731
YBL038W	52.2406
YBL039C	161.8
YBL039C-A	24.4924
YBL039W-B	16.3144
YBL040C	94.8407
YBL041W	124.1548
YBL042C	64.2253
YBL043W	5.7583
YBL044W	1.07289
YBL045C	59.8031
YBL046W	12.91374222
YBL047C	54.6749667
YBL048W	24.5185
YBL049W	44.8382
YBL050W	44.4705
YBL051C	20.39019
YBL052C	17.078
YBL053W	10.3363
YBL054W	24.92696
YBL055C	47.8
YBL056W	71.2498
YBL057C	82.4115
YBL058W	82.1552
YBL059C-A	62.4422
YBL059W	10.3631
YBL060W	10.84731
YBL061C	29.71518
YBL062W	11.8314
YBL063W	9.01568
YBL064C	82.2123
YBL065W	3.42676
YBL066C	11.1155
YBL067C	49.3675
YBL068W	54.7918
YBL068W-A	16.6607
YBL069W	30.2713
YBL070C	23.5884
YBL071C	32.162
YBL071C-B	5.04334
YBL071W-A	103.8221
YBL072C	567.3125
YBL073W	9.52164
YBL074C	12.80298
YBL075C	19.34237
YBL076C	239.3275
YBL077W	22.9179
YBL078C	24.6868
YBL079W	58
YBL080C	9.84480000575823
YBL081W	3.895887
YBL082C	18.1222
YBL083C	14.62044
YBL084C	11.698
YBL085W	21.361498576
YBL086C	14.8861
YBL087C	875.5153
YBL088C	17.6658
YBL089W	23.31713
YBL090W	44.7768
YBL091C	85.0953
YBL091C-A	39.3451
YBL092W	899.9994
YBL093C	63.5149
YBL094C	0
YBL095W	25.82783
YBL096C	17.5087
YBL097W	10.0186
YBL098W	41.2422
YBL099W	121.5574
YBL100C	0
YBL100W-A	0
YBL100W-B	11.3869
YBL100W-C	204.135
YBL101C	24.3268
YBL102W	46.388
YBL103C	15.38819
YBL104C	17.5391
YBL105C	29.9105000004444
YBL106C	16.4669
YBL107C	27.7629
YBL107W-A	188.284
YBL108C-A	0
YBL108W	0.734024
YBL109W	0.324714
YBL111C	2.94607
YBL112C	3.97329
YBL113C	8.6239
YBL113W-A	0
YBR001C	21.59794
YBR002C	42.8366
YBR003W	33.11469
YBR004C	39.1852
YBR005W	130.9253
YBR006W	29.036
YBR007C	9.6497
YBR008C	13.7864
YBR009C	386.445
YBR010W	313.655
YBR011C	594.844
YBR012C	107.988
YBR012W-A	61.5293
YBR012W-B	31.9807
YBR013C	49.3169
YBR014C	45.12215
YBR015C	104.1687
YBR016W	54.4182
YBR017C	67.5235
YBR018C	4.8053
YBR019C	8.97561
YBR020W	0.175639
YBR021W	12.01843
YBR022W	29.5766
YBR023C	54.4746
YBR024W	13.83096
YBR025C	416.754
YBR026C	60.0824592358
YBR027C	0.322069
YBR028C	25.727501
YBR029C	52.6614
YBR030W	22.4852
YBR031W	653.327
YBR032W	11.1481
YBR033W	8.46084
YBR034C	136.6021
YBR035C	91.3316
YBR036C	99.5589
YBR037C	35.6218
YBR038W	24.82119
YBR039W	76.7535
YBR040W	5.01539
YBR041W	30.40104
YBR042C	32.4168
YBR043C	23.7911
YBR044C	19.4157
YBR045C	4.82403
YBR046C	25.8697
YBR047W	14.4625
YBR048W	858.906
YBR049C	20.37565
YBR050C	5.50005
YBR051W	1.37229
YBR052C	98.2957
YBR053C	51.1951
YBR054W	355.675
YBR055C	21.15587532
YBR056C-B	0
YBR056W	46.2264000010439
YBR056W-A	100.13999
YBR057C	23.19
YBR058C	38.53640221888
YBR058C-A	80.998906
YBR059C	39.3606
YBR060C	19.72
YBR061C	38.0237
YBR062C	44.1472
YBR063C	23.5058
