gene	tpm
YAL001C	17.8338
YAL002W	33.2858
YAL003W	1117.902
YAL004W	6.21565
YAL005C	1486.476
YAL007C	142.3728
YAL008W	59.9209
YAL009W	32.96262
YAL010C	17.90865
YAL011W	10.62925
YAL012W	256.709
YAL013W	12.73283
YAL014C	47.3904
YAL015C	34.18282
YAL016C-A	22.7231
YAL016C-B	6.9024
YAL016W	73.06929
YAL017W	30.1468
YAL018C	1.66057
YAL019W	38.985
YAL019W-A	4.99977
YAL020C	32.48373
YAL021C	50.2806
YAL022C	42.82654
YAL023C	198.24053061
YAL024C	15.8058
YAL025C	45.5301
YAL026C	39.4066
YAL026C-A	26.2785
YAL027W	12.70184
YAL028W	7.08132
YAL029C	47.4549
YAL030W	112.8929
YAL031C	16.9605011
YAL031W-A	3.48883
YAL032C	22.70728
YAL033W	58.7315
YAL034C	19.334619275
YAL034C-B	1.57966
YAL034W-A	7.46132
YAL035W	96.4862
YAL036C	93.453
YAL037C-A	0
YAL037C-B	0
YAL037W	13.55089
YAL038W	4357.176
YAL039C	62.7861
YAL040C	30.1963
YAL041W	34.5755128582
YAL042C-A	18.1174
YAL042W	178.0958
YAL043C	38.0015
YAL044C	159.5583
YAL044W-A	95.834
YAL045C	2.60062
YAL046C	55.05259
YAL047C	10.79853
YAL047W-A	4.57106
YAL048C	11.8558
YAL049C	80.3246
YAL051W	21.1936
YAL053W	114.959
YAL054C	14.4796
YAL055W	18.57964
YAL056C-A	0
YAL056W	25.5719
YAL058W	34.3337
YAL059C-A	0
YAL059W	65.9538
YAL060W	59.1859
YAL061W	15.21804
YAL062W	24.17585
YAL063C	11.2103
YAL063C-A	15.5428
YAL064C-A	10.9004
YAL064W	13.2133
YAL064W-B	5.23364
YAL065C	6.43614
YAL066W	1.87459
YAL067C	4.81414
YAL067W-A	0.353215
YAL068C	0
YAL068W-A	0.553796
YAL069W	0
YAR002C-A	292.4441
YAR002W	31.944718
YAR003W	25.7514
YAR007C	25.62914
YAR008W	14.51398
YAR009C	48.1994
YAR010C	182.782
YAR014C	41.35328
YAR015W	80.5192
YAR018C	23.05801
YAR019C	14.8197
YAR019W-A	4.22847
YAR020C	9.07968
YAR023C	11.650551
YAR027W	70.89811
YAR028W	27.2117
YAR029W	19.27522
YAR030C	7.14648
YAR031W	24.1489
YAR033W	19.3343
YAR035C-A	4.03848
YAR035W	5.67671
YAR042W	55.1623
YAR047C	16.1929
YAR050W	7.32494
YAR053W	13.9854
YAR060C	12.559
YAR064W	16.3271
YAR066W	8.43149
YAR068W	13.0816
YAR069C	5.99788
YAR070C	1.07844
YAR071W	4.02951
YAR073W	0.109398
YAR075W	0.179195
YBL001C	205.5527
YBL002W	686.958
YBL003C	170.2125
YBL004W	87.9496
YBL005W	30.9962
YBL005W-A	59.5102
YBL005W-B	159.329
YBL006C	53.76377
YBL006W-A	0
YBL007C	100.0905
YBL008W	23.28365
YBL008W-A	1.58429
YBL009W	21.25206
YBL010C	16.55009
YBL011W	51.7009
YBL012C	18.5418
YBL013W	9.05806
YBL014C	33.988100242114
YBL015W	29.845
YBL016W	32.2107
YBL017C	77.0275
YBL018C	27.66594
YBL019W	13.08058
YBL020W	52.30837
YBL021C	34.7569
YBL022C	77.0273
YBL023C	27.2777
YBL024W	81.6718
YBL025W	20.4812
YBL026W	104.0337
YBL027W	1169.8263
YBL028C	71.9105
YBL029C-A	50.65106
YBL029W	16.1063
YBL030C	88.7511
YBL031W	10.21723
YBL032W	68.7645
YBL033C	54.8073
YBL034C	19.7314
YBL035C	13.14359
YBL036C	84.92046
YBL037W	14.4369
YBL038W	48.9446
YBL039C	179.238
YBL039C-A	19.1184
YBL039W-B	15.3405
YBL040C	109.0296
YBL041W	130.0439
YBL042C	65.7742000003906
YBL043W	5.706659
YBL044W	3.10993
YBL045C	70.7747
YBL046W	13.34749
YBL047C	75.36605
YBL048W	20.4214
YBL049W	55.2585
YBL050W	50.2888
YBL051C	25.90384
YBL052C	17.2571
YBL053W	8.26616
YBL054W	32.67346
YBL055C	53.8222
YBL056W	83.5368
YBL057C	88.9603
YBL058W	89.0945
YBL059C-A	72.2609
YBL059W	14.7064
YBL060W	12.0775
YBL061C	31.8611109
YBL062W	6.5184
YBL063W	11.2158
YBL064C	90.0675
YBL065W	5.14586
YBL066C	15.5278
YBL067C	52.6322
YBL068W	60.1338
YBL068W-A	23.507
YBL069W	34.1842
YBL070C	19.4392
YBL071C	44.2272
YBL071C-B	2.43024
YBL071W-A	143.5469
YBL072C	527.5205
YBL073W	9.95193
YBL074C	14.91852
YBL075C	23.06531
YBL076C	248.0118
YBL077W	22.1461
YBL078C	31.5795
YBL079W	67.4122
YBL080C	12.37178
YBL081W	7.95195
YBL082C	19.9597
YBL083C	10.8526
YBL084C	14.4512
YBL085W	27.1483000142544
YBL086C	15.9871
YBL087C	920.7391
YBL088C	20.247
YBL089W	29.3794
YBL090W	45.1167
YBL091C	101.2117
YBL091C-A	43.6789
YBL092W	850.5977
YBL093C	75.1768
YBL094C	0
YBL095W	30.878082
YBL096C	20.0164
YBL097W	11.3652
YBL098W	42.7288
YBL099W	136.212
YBL100C	0
YBL100W-A	0
YBL100W-B	14.4945
YBL100W-C	263.272
YBL101C	30.8545
YBL102W	52.4262
YBL103C	17.66602
YBL104C	18.9854
YBL105C	35.650000001562
YBL106C	20.2895
YBL107C	27.6286
YBL107W-A	146.266
YBL108C-A	0
YBL108W	0.382281
YBL109W	0
YBL111C	4.59744
YBL112C	4.13208
YBL113C	9.5654
YBL113W-A	0
YBR001C	23.75852
YBR002C	50.3811
YBR003W	37.94114
YBR004C	42.7053
YBR005W	148.7475
YBR006W	34.7841
YBR007C	12.37788
YBR008C	16.7776
YBR009C	404.84
YBR010W	321.696
