gene	tpm
YAL001C	16.3856
YAL002W	26.5358
YAL003W	1441.944
YAL004W	17.9241
YAL005C	5843.5
YAL007C	115.8257
YAL008W	54.0389
YAL009W	32.52503
YAL010C	13.77215
YAL011W	11.70073
YAL012W	337.799
YAL013W	10.122958
YAL014C	65.5509
YAL015C	30.51443
YAL016C-A	16.4584
YAL016C-B	6.22796
YAL016W	87.24676
YAL017W	22.7285
YAL018C	0.450991
YAL019W	33.1043
YAL019W-A	3.02023
YAL020C	29.0714
YAL021C	38.4466
YAL022C	53.1593
YAL023C	162.4185066
YAL024C	9.5916
YAL025C	42.011
YAL026C	46.4797
YAL026C-A	34.5013
YAL027W	16.4949
YAL028W	5.31095
YAL029C	48.8747
YAL030W	140.8589
YAL031C	14.923286
YAL031W-A	3.72363
YAL032C	29.8196
YAL033W	47.2958
YAL034C	12.5909
YAL034C-B	0.799147
YAL034W-A	7.79487
YAL035W	91.305
YAL036C	54.4283
YAL037C-A	0
YAL037C-B	0
YAL037W	8.43256
YAL038W	3975.844
YAL039C	60.3594
YAL040C	25.01759
YAL041W	33.2522000755966
YAL042C-A	16.4872
YAL042W	163.1469
YAL043C	39.6785
YAL044C	440.669
YAL044W-A	88.2302
YAL045C	5.30292
YAL046C	30.72676
YAL047C	10.77753591
YAL047W-A	4.09026
YAL048C	9.06726
YAL049C	98.8023
YAL051W	17.3519
YAL053W	128.9516
YAL054C	13.5311
YAL055W	16.0579
YAL056C-A	0
YAL056W	30.5752
YAL058W	27.77421
YAL059C-A	0
YAL059W	67.4621
YAL060W	131.5126
YAL061W	13.52629904
YAL062W	13.43315
YAL063C	9.91711
YAL063C-A	8.34533
YAL064C-A	8.13055
YAL064W	9.77313
YAL064W-B	3.26072
YAL065C	8.32982
YAL066W	0.386012
YAL067C	5.64868
YAL067W-A	0
YAL068C	0
YAL068W-A	0
YAL069W	0.185755
YAR002C-A	216.7628
YAR002W	39.0046
YAR003W	23.67446
YAR007C	50.26559
YAR008W	12.6518
YAR009C	39.5593
YAR010C	74.7886
YAR014C	40.2532
YAR015W	132.7046
YAR018C	14.5075
YAR019C	9.68554
YAR019W-A	2.26206
YAR020C	22.2142
YAR023C	11.81996
YAR027W	56.1264
YAR028W	14.79052
YAR029W	12.32969
YAR030C	4.973
YAR031W	18.5515
YAR033W	15.9307
YAR035C-A	7.87034
YAR035W	3.85949
YAR042W	40.2491
YAR047C	15.208
YAR050W	4.7268
YAR053W	6.89717
YAR060C	10.4955
YAR064W	3.48919
YAR066W	4.50263
YAR068W	5.66531
YAR069C	3.62797
YAR070C	0.409446
YAR071W	5.27739
YAR073W	0.112667
YAR075W	0.275329
YBL001C	292.9351
YBL002W	237.5628
YBL003C	86.0892
YBL004W	71.0569
YBL005W	20.645
YBL005W-A	35.4574
YBL005W-B	113.506
YBL006C	71.780218
YBL006W-A	0
YBL007C	114.3773
YBL008W	19.86706
YBL008W-A	1.66331
YBL009W	7.53990911
YBL010C	13.397503
YBL011W	63.7758
YBL012C	24.9505
YBL013W	6.25993
YBL014C	31.465445672
YBL015W	29.527
YBL016W	35.8418
YBL017C	72.5229
YBL018C	18.9306
YBL019W	13.44669
YBL020W	34.26362
YBL021C	36.9993
YBL022C	146.8949
YBL023C	22.854
YBL024W	87.3268
YBL025W	11.4529
YBL026W	107.2924
YBL027W	811.7811
YBL028C	80.692
YBL029C-A	50.68393
YBL029W	12.728
YBL030C	90.4554
YBL031W	6.65355
YBL032W	66.109230705
YBL033C	90.6485
YBL034C	13.9078
YBL035C	9.15901
YBL036C	97.79648
YBL037W	15.4907
YBL038W	90.4673
YBL039C	181.428
YBL039C-A	22.8352
YBL039W-B	18.1179
YBL040C	132.5162
YBL041W	288.097
YBL042C	78.6286
YBL043W	17.83589
YBL044W	1.38074
YBL045C	62.1282
YBL046W	10.29737
YBL047C	75.84024
YBL048W	17.9843
YBL049W	28.8918
YBL050W	84.3272
YBL051C	28.04390266
YBL052C	13.9362
YBL053W	5.0329
YBL054W	37.9897
YBL055C	63.9867
YBL056W	118.138
YBL057C	96.9606
YBL058W	202.224
YBL059C-A	62.75878
YBL059W	13.225
YBL060W	11.1815
YBL061C	34.32202
YBL062W	10.5639
YBL063W	8.95044
YBL064C	144.2881
YBL065W	2.68107
YBL066C	10.896
YBL067C	58.9575
YBL068W	66.5357
YBL068W-A	18.520700460895
YBL069W	24.5364
YBL070C	16.4742
YBL071C	22.9152
YBL071C-B	3.00871
YBL071W-A	110.4327
YBL072C	350.9475
YBL073W	12.9936
YBL074C	10.112633
YBL075C	198.4822
YBL076C	262.8221
YBL077W	20.3782
YBL078C	52.079
YBL079W	46.6403
YBL080C	11.328553
YBL081W	4.84572
YBL082C	13.5401
YBL083C	5.23522
YBL084C	17.0569
YBL085W	18.411000941712
YBL086C	14.3713
YBL087C	545.0248
YBL088C	12.2659
YBL089W	24.99305
YBL090W	50.0395
YBL091C	81.9029
YBL091C-A	49.0459
YBL092W	582.1796
YBL093C	77.9764
YBL094C	0
YBL095W	22.45208
YBL096C	12.7218
YBL097W	4.81881
YBL098W	19.3757
YBL099W	136.5025
YBL100C	0
YBL100W-A	0
YBL100W-B	7.45818
YBL100W-C	233.778
YBL101C	23.8627
YBL102W	70.5269
YBL103C	13.27047
YBL104C	23.0102
YBL105C	31.952600000141
YBL106C	11.9699
YBL107C	43.6679
YBL107W-A	88.9824
YBL108C-A	0
YBL108W	0
YBL109W	0
YBL111C	2.45306
YBL112C	3.88763
YBL113C	6.65997
YBL113W-A	0.241387
YBR001C	21.2378
YBR002C	58.8899
YBR003W	36.49419
YBR004C	45.1842
YBR005W	53.69476
YBR006W	34.4098
YBR007C	9.27211
YBR008C	13.2237
YBR009C	139.3164
YBR010W	160.2447
YBR011C	505.253
YBR012C	53.8935
YBR012W-A	30.6218
YBR012W-B	17.3404
YBR013C	61.0262
YBR014C	50.3901
YBR015C	112.989
YBR016W	54.1041
YBR017C	71.3895
YBR018C	2.92252
YBR019C	7.39292
YBR020W	1.87976
YBR021W	13.12948
YBR022W	28.6159
YBR023C	65.3743
YBR024W	14.39741
YBR025C	583.468
YBR026C	97.60363
YBR027C	0.16672
YBR028C	27.05571
YBR029C	95.2913
YBR030W	27.8337
YBR031W	578.512
YBR032W	31.7134
YBR033W	8.85871
YBR034C	288.257
YBR035C	144.88
YBR036C	115.3001
YBR037C	37.6101
YBR038W	13.80861
YBR039W	130.822
YBR040W	1.61845
YBR041W	41.6196
YBR042C	42.2844
YBR043C	20.493100364402
YBR044C	19.7196
YBR045C	3.88717
YBR046C	41.1443
YBR047W	15.32268
YBR048W	505.7028
YBR049C	39.0123
YBR050C	11.25357
YBR051W	0.100843
YBR052C	223.0167
YBR053C	107.6416
YBR054W	297.554
YBR055C	22.013309
YBR056C-B	0
YBR056W	58.85670633208
YBR056W-A	57.5588
YBR057C	32.0473
YBR058C	49.65975114
YBR058C-A	87.207082327
YBR059C	42.1145
YBR060C	25.16885
YBR061C	45.3571
YBR062C	98.6841
YBR063C	23.1809
YBR064W	0
YBR065C	11.48964
YBR066C	15.697255
YBR067C	397.245
YBR068C	266.65
YBR069C	151.981
YBR070C	31.09531
YBR071W	59.2635
YBR072C-A	0
YBR072W	5230.02
YBR073W	36.7495
YBR074W	52.0913
YBR076C-A	15.68174
YBR076W	0
YBR077C	48.1042
YBR078W	459.0848
YBR079C	91.30381218
YBR080C	65.3582
YBR081C	17.1276
YBR082C	525.5076
YBR083W	33.9595
YBR084C-A	601.588
YBR084W	86.7195
YBR085C-A	318.2457
YBR085W	10.07098
YBR086C	72.85580017
YBR087W	38.0097
YBR088C	45.01103
YBR089C-A	109.43832
YBR089W	7.00716
YBR090C	34.1212
YBR091C	62.9135
YBR092C	144.4339
YBR093C	8.77594
YBR094W	24.02099
YBR095C	32.02146
YBR096W	153.5994
YBR097W	13.6754
YBR098W	5.19571
YBR099C	0
YBR101C	82.8716
YBR102C	17.813
YBR103C-A	10.6026
YBR103W	14.403772
YBR104W	23.28109
YBR105C	212.4848
YBR106W	418.345
YBR107C	21.2724
YBR108W	10.0251227
YBR109C	316.3619
YBR109W-A	0.947576
YBR110W	49.851
YBR111C	177.069
YBR111W-A	28.37663
YBR112C	14.89768
YBR113W	17.2311
YBR114W	56.9368
YBR115C	41.5936
YBR116C	9.53714
YBR117C	8.44303
YBR118W	7737.14
YBR119W	11.67534
YBR120C	17.62222
YBR121C	147.105
YBR121C-A	83.8016
YBR122C	106.9651
YBR123C	14.66802
YBR124W	3.82519
YBR125C	40.67551409
YBR126C	203.5602
YBR126W-A	461.742
YBR126W-B	199.3676
YBR127C	354.537
YBR128C	6.8165
YBR129C	34.1056
YBR130C	28.1073
YBR131C-A	0
YBR131W	14.09441
YBR132C	30.0982
YBR133C	26.67991
YBR134W	0.580538
YBR135W	103.2286
YBR136W	14.813
YBR137W	78.3731
YBR138C	4.29894
YBR139W	133.2054
YBR140C	37.8394
YBR141C	22.3673
YBR141W-A	8.61632
YBR142W	60.66751332
YBR143C	201.1307
YBR144C	8.54471
YBR145W	19.75092
YBR146W	70.0209
YBR147W	4.85666
YBR148W	2.04869
YBR149W	239.559
YBR150C	15.996
YBR151W	92.3667
YBR152W	11.5942
YBR153W	26.2851
YBR154C	142.554185865
YBR155W	39.4452
YBR156C	6.19381
YBR157C	52.3097
YBR158W	247.6939
YBR159W	90.7671
YBR160W	57.9559
YBR161W	13.89565
YBR162C	174.0492
YBR162W-A	71.9687
YBR163W	19.65140188031
