gene	tpm
YAL001C	15.6637
YAL002W	16.0076
YAL003W	1504.472
YAL004W	1.88531
YAL005C	540.914
YAL007C	153.3849
YAL008W	28.0153
YAL009W	23.9568
YAL010C	11.51593
YAL011W	7.89043
YAL012W	372.001
YAL013W	10.985276
YAL014C	35.9242
YAL015C	14.99545
YAL016C-A	6.03469
YAL016C-B	2.77036
YAL016W	72.1574773
YAL017W	17.5564
YAL018C	0
YAL019W	31.659
YAL019W-A	1.91206
YAL020C	20.7621
YAL021C	43.3621
YAL022C	40.52875
YAL023C	188.72035
YAL024C	9.54008
YAL025C	42.5446
YAL026C	42.7882
YAL026C-A	30.8987
YAL027W	10.600049
YAL028W	4.3493885224
YAL029C	38.4924
YAL030W	76.6016
YAL031C	12.20953
YAL031W-A	9.42022
YAL032C	19.04101
YAL033W	44.02366
YAL034C	9.65111
YAL034C-B	0.175146
YAL034W-A	8.26916
YAL035W	136.6351
YAL036C	83.1334
YAL037C-A	0
YAL037C-B	0
YAL037W	5.16912
YAL038W	5864.16
YAL039C	27.2438
YAL040C	21.50599
YAL041W	29.0963741
YAL042C-A	15.4632
YAL042W	178.6032
YAL043C	29.7268
YAL044C	168.5559
YAL044W-A	74.1316
YAL045C	2.36907
YAL046C	30.99039
YAL047C	8.138039253
YAL047W-A	1.68964
YAL048C	7.11777
YAL049C	60.8208
YAL051W	12.3959
YAL053W	44.98666
YAL054C	6.39458
YAL055W	9.92648
YAL056C-A	0
YAL056W	22.72454
YAL058W	20.73739
YAL059C-A	0
YAL059W	71.0829
YAL060W	37.10838
YAL061W	14.10375
YAL062W	8.84523
YAL063C	5.03305
YAL063C-A	2.86644
YAL064C-A	5.54996
YAL064W	4.37453
YAL064W-B	3.27478
YAL065C	4.20315
YAL066W	0
YAL067C	1.24277
YAL067W-A	0.41936
YAL068C	0
YAL068W-A	0
YAL069W	0
YAR002C-A	245.2858
YAR002W	35.8403
YAR003W	19.8312
YAR007C	33.23777
YAR008W	19.0987
YAR009C	42.4284
YAR010C	186.262
YAR014C	39.47596
YAR015W	124.5446
YAR018C	16.01013
YAR019C	8.89201
YAR019W-A	1.32572
YAR020C	8.28783
YAR023C	5.52037
YAR027W	27.2058363756
YAR028W	13.7041
YAR029W	12.10603
YAR030C	5.73399
YAR031W	13.5386
YAR033W	14.0569
YAR035C-A	0
YAR035W	2.81647
YAR042W	28.7141
YAR047C	4.6735
YAR050W	3.22318
YAR053W	1.65659
YAR060C	8.19455
YAR064W	10.7807
YAR066W	7.02183
YAR068W	6.00406
YAR069C	0.845611
YAR070C	0.463684
YAR071W	5.26498
YAR073W	0.064215
YAR075W	0.106117
YBL001C	138.4137
YBL002W	651.711
YBL003C	228.0029
YBL004W	91.3431
YBL005W	18.8589
YBL005W-A	68.9932
YBL005W-B	170.79
YBL006C	59.670172
YBL006W-A	0
YBL007C	88.4672
YBL008W	14.64177
YBL008W-A	1.49262
YBL009W	21.22759
YBL010C	12.4671
YBL011W	52.94511
YBL012C	21.8058
YBL013W	5.62612
YBL014C	20.922200012984
YBL015W	20.80523
YBL016W	45.5434
YBL017C	73.219
YBL018C	27.54717
YBL019W	6.69855
YBL020W	36.10573
YBL021C	26.41664
YBL022C	70.903
YBL023C	23.90904
YBL024W	105.5799
YBL025W	9.69444
YBL026W	89.3142
YBL027W	2278.5295
YBL028C	96.5179
YBL029C-A	27.27643
YBL029W	7.51288
YBL030C	103.2301
YBL031W	8.82118
YBL032W	88.92532514
YBL033C	40.3372
YBL034C	12.7563
YBL035C	13.78285
YBL036C	84.59386
YBL037W	12.5097
YBL038W	46.196
YBL039C	237.69
YBL039C-A	26.7509
YBL039W-B	9.05768
YBL040C	96.9279
YBL041W	127.7163
YBL042C	51.71720039775
YBL043W	3.56241
YBL044W	1.57287
YBL045C	62.6136
YBL046W	10.4108
YBL047C	69.71787
YBL048W	7.28964
YBL049W	11.3884
YBL050W	50.8704
YBL051C	32.473234396
YBL052C	14.907
YBL053W	5.21942
YBL054W	24.74855
YBL055C	35.489
YBL056W	98.315
YBL057C	69.07255
YBL058W	93.3544
YBL059C-A	44.51316
YBL059W	9.12163
YBL060W	6.893092165
YBL061C	27.51589
YBL062W	7.19647
YBL063W	8.24084
