gene	tpm
YAL001C	20.7566
YAL002W	38.5293
YAL003W	1527.027
YAL004W	4.85011
YAL005C	2075.021
YAL007C	171.6778
YAL008W	58.8896
YAL009W	39.4157
YAL010C	16.88989
YAL011W	12.98268
YAL012W	322.774
YAL013W	13.68000418619
YAL014C	52.5598
YAL015C	35.52
YAL016C-A	22.8055
YAL016C-B	4.81391
YAL016W	72.989
YAL017W	30.9433
YAL018C	0.903044
YAL019W	50.5196
YAL019W-A	6.43767
YAL020C	35.96521
YAL021C	61.3372
YAL022C	46.3579
YAL023C	244.7544
YAL024C	19.553
YAL025C	51.7961
YAL026C	46.5678
YAL026C-A	37.5166
YAL027W	11.649
YAL028W	6.37868
YAL029C	58.6718
YAL030W	116.2768
YAL031C	16.09372
YAL031W-A	25.1244
YAL032C	30.8056
YAL033W	62.3486
YAL034C	17.6797
YAL034C-B	0.986582
YAL034W-A	8.46412
YAL035W	115.2916
YAL036C	107.1085
YAL037C-A	0
YAL037C-B	0
YAL037W	12.35405
YAL038W	4462.324
YAL039C	56.5006000017029
YAL040C	26.1768
YAL041W	43.505723
YAL042C-A	42.9078
YAL042W	220.256
YAL043C	45.3925
YAL044C	213.464
YAL044W-A	107.9782
YAL045C	3.46596
YAL046C	54.76349
YAL047C	12.679074
YAL047W-A	3.87082834
YAL048C	9.22338
YAL049C	85.7348
YAL051W	21.1664
YAL053W	87.6618
YAL054C	15.203
YAL055W	17.2551
YAL056C-A	0
YAL056W	29.4815
YAL058W	45.0403
YAL059C-A	0
YAL059W	111.8135
YAL060W	56.467
YAL061W	9.94612
YAL062W	24.06865
YAL063C	10.674
YAL063C-A	10.814
YAL064C-A	9.79319
YAL064W	15.5522
YAL064W-B	5.34387
YAL065C	6.81905
YAL066W	0.220665
YAL067C	3.87258
YAL067W-A	0.840883
YAL068C	0
YAL068W-A	0
YAL069W	0
YAR002C-A	318.7525
YAR002W	42.8828
YAR003W	30.8877
YAR007C	34.63958
YAR008W	21.258245
YAR009C	52.6066
YAR010C	130.079
YAR014C	49.8769
YAR015W	70.7496
YAR018C	25.4916
YAR019C	14.8298
